NAMED_LOCATION,PUBLIC_IP,WHOIS_OWNER,CVS_OWNER_FIELD,IN_USE,STATUS,CATEGORY,PUB_PRIV,IPAM_MATCH_TYPE,CANONICAL_LOCATION,CITY,STATE,ROUTING_DOMAIN,HERITAGE,APM_IDS,APP_ACRONYMS,PCI_DESIGNATION,EXT_ASN_ORG,EXT_PROVIDER_CATEGORY,EXT_GEO_COUNTRY,EXT_CVS_OWNED_FLAG,EXT_RISK_SCORE,EXT_IS_THREAT,EXT_IS_TOR,EXT_RISK_SIGNALS,NOTES,FW_DIRECTION,FW_RULE_STATUS,FW_RULE_ACTION,FW_PLATFORM,FW_TYPE,FW_RULE_NAMES,FW_COUNT,RULE_COUNT,CHANGE_REF,FW_POLICY_ALIGNMENT,GOVERNANCE_GAP,SECURITY_CONTEXT,SERVICE_PORT,FW_OBJECT_NAME,INTERNAL_EGRESS_FIREWALL,INTERNAL_EGRESS_CONFIDENCE,INTERNAL_APP,FIRST_SEEN
Netskope Dedicated IPs (Zero Trust POC),24.206.98.25/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.206.99.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.206.99.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.128.40/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.128.41/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.129.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.129.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.130.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.130.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.131.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.131.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.132.24/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.132.25/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.133.32/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.133.33/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.134.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.134.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.135.16/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.135.17/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.136.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.136.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.137.32/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.137.33/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.138.32/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.138.33/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.139.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.139.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.140.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.140.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.141.26/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.141.27/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.144.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.144.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.145.18/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
Netskope Dedicated IPs (Zero Trust POC),24.239.145.19/32,Netskope Inc,,,,EXTERNAL / THIRD-PARTY,PUBLIC (external),,,,,,,,,,COMCAST-7922,Unknown,United States of America,N,20,N,N,broad_source|no_change_ref|no_internal_app,,Inbound,Active,allow,PAZSHDC-SEC-INT-PRD-MGT-01,FMC,"acl_outside_#124,acl_outside_#130,acl_outside_#135",1,3,,ALIGNED - active FW rule permits this range,YES - no CHANGE_REF (ungoverned rule),origin: United States of America; ASN: COMCAST-7922; category: Unknown; risk score: 20; signals: broad_source|no_change_ref|no_internal_app,",FTP_ANY_SVC_Grp,sFTP_ANY_SVC_Grp",,,,,20260821
